,Summary,Price,Size,Brand,Condition,Category,Site
333,reformation aida button down mini dress ochre xl,98,XL,Reformation,PreOwned,dresses,Poshmark
334,reformation purple lace up tunic shirt blouse,75,XXS,Reformation,PreOwned,tops,Poshmark
335,reformation petite raquel dress,100,2,Reformation,PreOwned,dresses,Poshmark
336,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
337,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
338,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
339,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
340,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
341,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
342,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
343,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
344,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
345,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
346,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
347,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
348,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
349,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
350,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
351,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
352,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
353,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
354,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
355,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
356,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
357,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
358,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
359,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
360,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
361,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
362,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
363,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
364,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
365,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
366,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
367,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
368,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
369,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
370,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
371,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
372,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
373,reformation shirley dress,75,XS,Reformation,PreOwned,dresses,Poshmark
374,reformation badlands jean jacket nwt,65,M,Reformation,New,outerwear,Poshmark
375,reformation | urban renewal clay mini shift dress,39,S,Reformation,New,dresses,Poshmark
376,nwt reformation maurie dress in aubergine size l,89,L,Reformation,New,dresses,Poshmark
377,reformation vintage soft leather shearling coat,112,S,Reformation,PreOwned,outerwear,Poshmark
378,reformation cory high waisted black skinny jeans,55,28,Reformation,PreOwned,bottoms,Poshmark
379,reformation sunset cap sleeve mini dress in iris,160,0,Reformation,PreOwned,dresses,Poshmark
380,reformation green cropped oversized t-shirt,30,L,Reformation,PreOwned,tops,Poshmark
381,reformation sydney dress size 12  navy blue mini,95,12,Reformation,PreOwned,dresses,Poshmark
382,nwt reformation fit flare lou midi dress,95,S,Reformation,New,dresses,Poshmark
383,reformation aida button down mini dress ochre xl,98,XL,Reformation,PreOwned,dresses,Poshmark
384,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
385,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
386,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
387,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
388,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
389,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
390,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
391,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
392,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
393,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
394,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
395,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
396,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
397,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
398,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
399,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
400,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
401,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
402,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
403,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
404,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
405,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
406,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
407,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
408,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
409,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
410,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
411,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
412,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
413,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
414,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
415,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
416,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
417,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
418,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
419,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
420,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
421,reformation shirley dress,75,XS,Reformation,PreOwned,dresses,Poshmark
422,reformation badlands jean jacket nwt,65,M,Reformation,New,outerwear,Poshmark
423,reformation | urban renewal clay mini shift dress,39,S,Reformation,New,dresses,Poshmark
424,nwt reformation maurie dress in aubergine size l,89,L,Reformation,New,dresses,Poshmark
425,reformation vintage soft leather shearling coat,112,S,Reformation,PreOwned,outerwear,Poshmark
426,reformation cory high waisted black skinny jeans,55,28,Reformation,PreOwned,bottoms,Poshmark
427,reformation sunset cap sleeve mini dress in iris,160,0,Reformation,PreOwned,dresses,Poshmark
428,reformation green cropped oversized t-shirt,30,L,Reformation,PreOwned,tops,Poshmark
429,reformation sydney dress size 12  navy blue mini,95,12,Reformation,PreOwned,dresses,Poshmark
430,nwt reformation fit flare lou midi dress,95,S,Reformation,New,dresses,Poshmark
431,reformation aida button down mini dress ochre xl,98,XL,Reformation,PreOwned,dresses,Poshmark
432,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
433,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
434,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
435,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
436,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
437,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
438,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
439,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
440,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
441,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
442,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
443,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
444,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
445,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
446,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
447,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
448,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
449,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
450,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
451,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
452,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
453,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
454,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
455,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
456,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
457,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
458,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
459,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
460,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
461,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
462,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
463,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
464,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
465,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
466,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
467,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
468,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
469,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
470,reformation shirley dress,75,XS,Reformation,PreOwned,dresses,Poshmark
471,reformation badlands jean jacket nwt,65,M,Reformation,New,outerwear,Poshmark
472,reformation | urban renewal clay mini shift dress,39,S,Reformation,New,dresses,Poshmark
473,nwt reformation maurie dress in aubergine size l,89,L,Reformation,New,dresses,Poshmark
474,reformation vintage soft leather shearling coat,112,S,Reformation,PreOwned,outerwear,Poshmark
475,reformation cory high waisted black skinny jeans,55,28,Reformation,PreOwned,bottoms,Poshmark
476,reformation sunset cap sleeve mini dress in iris,160,0,Reformation,PreOwned,dresses,Poshmark
477,reformation green cropped oversized t-shirt,30,L,Reformation,PreOwned,tops,Poshmark
478,reformation sydney dress size 12  navy blue mini,95,12,Reformation,PreOwned,dresses,Poshmark
479,nwt reformation fit flare lou midi dress,95,S,Reformation,New,dresses,Poshmark
480,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
481,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
482,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
483,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
484,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
485,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
486,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
487,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
488,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
489,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
490,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
491,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
492,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
493,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
494,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
495,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
496,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
497,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
498,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
499,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
500,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
501,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
502,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
503,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
504,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
505,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
506,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
507,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
508,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
509,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
510,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
511,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
512,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
513,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
